dir path;filename;child age;# participants;partipant type;# adults;eng;nlines_Raw;name;Nlines;years;months;days
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;11126;"1;11.26";3;"Mother;Camera_Operator;Adult;";3;eng;971;_Providence_Lily_011126-ortholines.txt;900;1;11;26
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20004;"2;00.04";2;"Mother;Camera_Operator;";2;eng;1030;_Providence_Lily_020004-ortholines.txt;1000;2;00;04
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20011;"2;00.11";2;"Mother;Camera_Operator;";2;eng;1046;_Providence_Lily_020011-ortholines.txt;1000;2;00;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20023;"2;00.23";5;"Mother;Father;Camera_Operator;Family_Friend;Environment;";4;eng;1067;_Providence_Lily_020023-ortholines.txt;1000;2;00;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20101;"2;01.01";2;"Mother;Camera_Operator;";2;eng;872;_Providence_Lily_020101-ortholines.txt;800;2;01;01
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20108;"2;01.08";2;"Mother;Camera_Operator;";2;eng;902;_Providence_Lily_020108-ortholines.txt;900;2;01;08
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20115;"2;01.15";1;"Mother;";1;eng;953;_Providence_Lily_020115-ortholines.txt;900;2;01;15
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20123;"2;01.23";2;"Mother;Camera_Operator;";2;eng;865;_Providence_Lily_020123-ortholines.txt;800;2;01;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20201;"2;02.01";3;"Mother;Father;Camera_Operator;";3;eng;1297;_Providence_Lily_020201-ortholines.txt;1200;2;02;01
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;020215a;"2;02.15";2;"Mother;Camera_Operator;";2;eng;872;_Providence_Lily_020215a-ortholines.txt;800;2;02;15
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;020215b;"2;02.15";3;"Mother;Camera_Operator;Toy;";2;eng;848;_Providence_Lily_020215b-ortholines.txt;800;2;02;15
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20227;"2;02.27";1;"Mother;";1;eng;809;_Providence_Lily_020227-ortholines.txt;800;2;02;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20305;"2;03.05";2;"Mother;Camera_Operator;";2;eng;748;_Providence_Lily_020305-ortholines.txt;700;2;03;05
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20317;"2;03.17";2;"Mother;Camera_Operator;";2;eng;690;_Providence_Lily_020317-ortholines.txt;600;2;03;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20402;"2;04.02";2;"Mother;Camera_Operator;";2;eng;662;_Providence_Lily_020402-ortholines.txt;600;2;04;02
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20409;"2;04.09";2;"Mother;Camera_Operator;";2;eng;850;_Providence_Lily_020409-ortholines.txt;800;2;04;09
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20416;"2;04.16";3;"Mother;Camera_Operator;Visitor;";3;eng;636;_Providence_Lily_020416-ortholines.txt;600;2;04;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20428;"2;04.28";2;"Mother;Camera_Operator;";2;eng;685;_Providence_Lily_020428-ortholines.txt;600;2;04;28
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20506;"2;05.06";4;"Mother;Father;Environment;Camera_Operator;";3;eng;408;_Providence_Lily_020506-ortholines.txt;400;2;05;06
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20518;"2;05.18";1;"Mother;";1;eng;1005;_Providence_Lily_020518-ortholines.txt;1000;2;05;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20526;"2;05.26";2;"Mother;Camera_Operator;";2;eng;852;_Providence_Lily_020526-ortholines.txt;800;2;05;26
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20604;"2;06.04";2;"Mother;Camera_Operator;";2;eng;941;_Providence_Lily_020604-ortholines.txt;900;2;06;04
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20612;"2;06.12";4;"Mother;Camera_Operator;Visitor;Unidentified;";4;eng;576;_Providence_Lily_020612-ortholines.txt;500;2;06;12
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20618;"2;06.18";1;"Mother;";1;eng;301;_Providence_Lily_020618-ortholines.txt;300;2;06;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20623;"2;06.23";3;"Mother;Camera_Operator;Unidentified;";3;eng;997;_Providence_Lily_020623-ortholines.txt;900;2;06;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20700;"2;07.";2;"Mother;Camera_Operator;";2;eng;625;_Providence_Lily_020700-ortholines.txt;600;2;07;
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20701;"2;07.01";2;"Mother;Camera_Operator;";2;eng;610;_Providence_Lily_020701-ortholines.txt;600;2;07;01
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20716;"2;07.16";2;"Mother;Camera_Operator;";2;eng;776;_Providence_Lily_020716-ortholines.txt;700;2;07;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20721;"2;07.21";2;"Mother;Camera_Operator;";2;eng;914;_Providence_Lily_020721-ortholines.txt;900;2;07;21
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20728;"2;07.28";1;"Mother;";1;eng;786;_Providence_Lily_020728-ortholines.txt;700;2;07;28
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20806;"2;08.06";2;"Mother;Camera_Operator;";2;eng;790;_Providence_Lily_020806-ortholines.txt;700;2;08;06
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20813;"2;08.13";2;"Mother;Camera_Operator;";2;eng;780;_Providence_Lily_020813-ortholines.txt;700;2;08;13
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20819;"2;08.19";3;"Mother;Camera_Operator;Toy;";2;eng;739;_Providence_Lily_020819-ortholines.txt;700;2;08;19
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20904;"2;09.04";2;"Mother;Camera_Operator;";2;eng;953;_Providence_Lily_020904-ortholines.txt;900;2;09;04
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20909;"2;09.09";1;"Mother;";1;eng;763;_Providence_Lily_020909-ortholines.txt;700;2;09;09
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20918;"2;09.18";1;"Mother;";1;eng;742;_Providence_Lily_020918-ortholines.txt;700;2;09;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;20923;"2;09.23";2;"Mother;Camera_Operator;";2;eng;809;_Providence_Lily_020923-ortholines.txt;800;2;09;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;21008;"2;10.08";2;"Mother;Camera_Operator;";2;eng;890;_Providence_Lily_021008-ortholines.txt;800;2;10;08
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;21025;"2;10.25";2;"Mother;Environment;";1;eng;666;_Providence_Lily_021025-ortholines.txt;600;2;10;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;21028;"2;10.28";2;"Mother;Camera_Operator;";2;eng;798;_Providence_Lily_021028-ortholines.txt;700;2;10;28
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;21106;"2;11.06";2;"Mother;Camera_Operator;";2;eng;901;_Providence_Lily_021106-ortholines.txt;900;2;11;06
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;21125;"2;11.25";3;"Mother;Camera_Operator;Toy;";2;eng;773;_Providence_Lily_021125-ortholines.txt;700;2;11;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30003;"3;00.03";3;"Mother;Camera_Operator;Non_Human;";2;eng;733;_Providence_Lily_030003-ortholines.txt;700;3;00;03
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30010;"3;00.10";2;"Mother;Camera_Operator;";2;eng;741;_Providence_Lily_030010-ortholines.txt;700;3;00;10
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30025;"3;00.25";2;"Mother;Camera_Operator;";2;eng;628;_Providence_Lily_030025-ortholines.txt;600;3;00;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30100;"3;01.";2;"Mother;Camera_Operator;";2;eng;669;_Providence_Lily_030100-ortholines.txt;600;3;01;
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30121;"3;01.21";2;"Mother;Camera_Operator;";2;eng;804;_Providence_Lily_030121-ortholines.txt;800;3;01;21
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30218;"3;02.18";3;"Mother;Camera_Operator;Environment;";2;eng;838;_Providence_Lily_030218-ortholines.txt;800;3;02;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30323;"3;03.23";2;"Mother;Camera_Operator;";2;eng;826;_Providence_Lily_030323-ortholines.txt;800;3;03;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30420;"3;04.20";2;"Mother;Camera_Operator;";2;eng;675;_Providence_Lily_030420-ortholines.txt;600;3;04;20
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30528;"3;05.28";2;"Mother;Camera_Operator;";2;eng;740;_Providence_Lily_030528-ortholines.txt;700;3;05;28
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30725;"3;07.25";4;"Mother;Father;Camera_Operator;Observer;";4;eng;708;_Providence_Lily_030725-ortholines.txt;700;3;07;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;30823;"3;08.23";2;"Mother;Camera_Operator;";2;eng;576;_Providence_Lily_030823-ortholines.txt;500;3;08;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;030927a;"3;09.27";3;"Mother;Camera_Operator;Adult;";3;eng;863;_Providence_Lily_030927a-ortholines.txt;800;3;09;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;030927b;"3;09.27";2;"Mother;Camera_Operator;";2;eng;883;_Providence_Lily_030927b-ortholines.txt;800;3;09;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;31025;"3;10.25";2;"Mother;Camera_Operator;";2;eng;882;_Providence_Lily_031025-ortholines.txt;800;3;10;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Lily;40002;"4;00.02";4;"Mother;Camera_Operator;Adult;Toy;";3;eng;910;_Providence_Lily_040002-ortholines.txt;900;4;00;02
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;1126;"0;11.26";2;"Mother;Father;";2;eng;1043;_Providence_Naima_001126-ortholines.txt;1000;0;11;26
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10014;"1;00.14";1;"Mother;";1;eng;935;_Providence_Naima_010014-ortholines.txt;900;1;00;14
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10026;"1;00.26";2;"Mother;Father;";2;eng;860;_Providence_Naima_010026-ortholines.txt;800;1;00;26
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10111;"1;01.11";1;"Mother;";1;eng;393;_Providence_Naima_010111-ortholines.txt;300;1;01;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10124;"1;01.24";1;"Mother;";1;eng;512;_Providence_Naima_010124-ortholines.txt;500;1;01;24
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10207;"1;02.07";2;"Mother;Father;";2;eng;477;_Providence_Naima_010207-ortholines.txt;400;1;02;07
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10221;"1;02.21";2;"Mother;Father;";2;eng;809;_Providence_Naima_010221-ortholines.txt;800;1;02;21
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10307;"1;03.07";2;"Mother;Adult;";2;eng;799;_Providence_Naima_010307-ortholines.txt;700;1;03;07
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10312;"1;03.12";2;"Mother;Adult;";2;eng;1105;_Providence_Naima_010312-ortholines.txt;1100;1;03;12
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10325;"1;03.25";3;"Mother;Father;Environment;";2;eng;957;_Providence_Naima_010325-ortholines.txt;900;1;03;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10403;"1;04.03";2;"Mother;Father;";2;eng;1069;_Providence_Naima_010403-ortholines.txt;1000;1;04;03
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10410;"1;04.10";2;"Mother;Father;";2;eng;863;_Providence_Naima_010410-ortholines.txt;800;1;04;10
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10416;"1;04.16";4;"Mother;Adult;Adult;Adult;";4;eng;1129;_Providence_Naima_010416-ortholines.txt;1100;1;04;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10423;"1;04.23";3;"Mother;Adult;Father;";3;eng;873;_Providence_Naima_010423-ortholines.txt;800;1;04;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10502;"1;05.02";2;"Mother;Father;";2;eng;720;_Providence_Naima_010502-ortholines.txt;700;1;05;02
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10511;"1;05.11";3;"Mother;Father;Adult;";3;eng;846;_Providence_Naima_010511-ortholines.txt;800;1;05;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10524;"1;05.24";2;"Mother;Father;";2;eng;587;_Providence_Naima_010524-ortholines.txt;500;1;05;24
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10604;"1;06.04";3;"Mother;Adult;Father;";3;eng;930;_Providence_Naima_010604-ortholines.txt;900;1;06;04
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10609;"1;06.09";1;"Mother;";1;eng;859;_Providence_Naima_010609-ortholines.txt;800;1;06;09
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10620;"1;06.20";2;"Mother;Father;";2;eng;879;_Providence_Naima_010620-ortholines.txt;800;1;06;20
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10700;"1;07.";4;"Mother;Adult;Adult;Toy;";3;eng;667;_Providence_Naima_010700-ortholines.txt;600;1;07;
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10710;"1;07.10";2;"Mother;Father;";2;eng;885;_Providence_Naima_010710-ortholines.txt;800;1;07;10
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10717;"1;07.17";1;"Mother;";1;eng;642;_Providence_Naima_010717-ortholines.txt;600;1;07;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10723;"1;07.23";4;"Mother;Grandmother;Father;Environment;";3;eng;1215;_Providence_Naima_010723-ortholines.txt;1200;1;07;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10801;"1;08.01";1;"Mother;";1;eng;664;_Providence_Naima_010801-ortholines.txt;600;1;08;01
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10808;"1;08.08";1;"Mother;";1;eng;799;_Providence_Naima_010808-ortholines.txt;700;1;08;08
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10818;"1;08.18";1;"Mother;";1;eng;731;_Providence_Naima_010818-ortholines.txt;;1;08;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10821;"1;08.21";1;"Mother;";1;eng;832;_Providence_Naima_010821-ortholines.txt;800;1;08;21
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10908;"1;09.08";3;"Mother;Environment;Grandmother;";2;eng;645;_Providence_Naima_010908-ortholines.txt;600;1;09;08
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10910;"1;09.10";2;"Father;Mother;";2;eng;991;_Providence_Naima_010910-ortholines.txt;900;1;09;10
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10915;"1;09.15";1;"Mother;";1;eng;453;_Providence_Naima_010915-ortholines.txt;400;1;09;15
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10921;"1;09.21";3;"Mother;Father;Toy;";2;eng;697;_Providence_Naima_010921-ortholines.txt;600;1;09;21
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;10925;"1;09.25";1;"Mother;";1;eng;741;_Providence_Naima_010925-ortholines.txt;700;1;09;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11005;"1;10.05";2;"Mother;Father;";2;eng;561;_Providence_Naima_011005-ortholines.txt;500;1;10;05
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11012;"1;10.12";1;"Mother;";1;eng;1066;_Providence_Naima_011012-ortholines.txt;1000;1;10;12
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11018;"1;10.18";2;"Mother;Father;";2;eng;599;_Providence_Naima_011018-ortholines.txt;500;1;10;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11027;"1;10.27";1;"Mother;";1;eng;925;_Providence_Naima_011027-ortholines.txt;900;1;10;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11107;"1;11.07";1;"Mother;";1;eng;636;_Providence_Naima_011107-ortholines.txt;600;1;11;07
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11116;"1;11.16";2;"Mother;Father;";2;eng;278;_Providence_Naima_011116-ortholines.txt;200;1;11;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11122;"1;11.22";2;"Mother;Father;";2;eng;686;_Providence_Naima_011122-ortholines.txt;600;1;11;22
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;11126;"1;11.26";1;"Mother;";1;eng;730;_Providence_Naima_011126-ortholines.txt;700;1;11;26
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20004;"2;00.04";2;"Mother;Father;";2;eng;888;_Providence_Naima_020004-ortholines.txt;800;2;00;04
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20012;"2;00.12";2;"Mother;Father;";2;eng;504;_Providence_Naima_020012-ortholines.txt;500;2;00;12
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20017;"2;00.17";1;"Mother;";1;eng;628;_Providence_Naima_020017-ortholines.txt;600;2;00;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20100;"2;01.";2;"Mother;Father;";2;eng;878;_Providence_Naima_020100-ortholines.txt;800;2;01;
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20110;"2;01.10";1;"Mother;";1;eng;879;_Providence_Naima_020110-ortholines.txt;800;2;01;10
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20116;"2;01.16";1;"Mother;";1;eng;969;_Providence_Naima_020116-ortholines.txt;900;2;01;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20124;"2;01.24";2;"Mother;Environment;";1;eng;437;_Providence_Naima_020124-ortholines.txt;400;2;01;24
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20202;"2;02.02";2;"Mother;Father;";2;eng;890;_Providence_Naima_020202-ortholines.txt;800;2;02;02
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20211;"2;02.11";4;"Mother;Father;Grandfather;Grandmother;";4;eng;804;_Providence_Naima_020211-ortholines.txt;800;2;02;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20217;"2;02.17";2;"Father;Mother;";2;eng;645;_Providence_Naima_020217-ortholines.txt;600;2;02;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20306;"2;03.06";3;"Mother;Father;Adult;";3;eng;368;_Providence_Naima_020306-ortholines.txt;300;2;03;06
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20316;"2;03.16";2;"Mother;Father;";2;eng;504;_Providence_Naima_020316-ortholines.txt;500;2;03;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20324;"2;03.24";2;"Mother;Father;";2;eng;872;_Providence_Naima_020324-ortholines.txt;800;2;03;24
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20411;"2;04.11";2;"Mother;Grandmother;";2;eng;397;_Providence_Naima_020411-ortholines.txt;300;2;04;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20416;"2;04.16";2;"Mother;Adult;";2;eng;281;_Providence_Naima_020416-ortholines.txt;200;2;04;16
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20424;"2;04.24";1;"Mother;";1;eng;681;_Providence_Naima_020424-ortholines.txt;600;2;04;24
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20427;"2;04.27";2;"Mother;Father;";2;eng;648;_Providence_Naima_020427-ortholines.txt;600;2;04;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20507;"2;05.07";2;"Mother;Father;";2;eng;403;_Providence_Naima_020507-ortholines.txt;400;2;05;07
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20514;"2;05.14";2;"Mother;Father;";2;eng;857;_Providence_Naima_020514-ortholines.txt;800;2;05;14
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20515;"2;05.15";2;"Mother;Father;";2;eng;697;_Providence_Naima_020515-ortholines.txt;600;2;05;15
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20517;"2;05.17";2;"Father;Mother;";2;eng;832;_Providence_Naima_020517-ortholines.txt;800;2;05;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20518;"2;05.18";3;"Mother;Father;Environment;";2;eng;775;_Providence_Naima_020518-ortholines.txt;700;2;05;18
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20519;"2;05.19";2;"Father;Mother;";2;eng;753;_Providence_Naima_020519-ortholines.txt;700;2;05;19
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20527;"2;05.27";1;"Mother;";1;eng;428;_Providence_Naima_020527-ortholines.txt;400;2;05;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20611;"2;06.11";1;"Mother;";1;eng;614;_Providence_Naima_020611-ortholines.txt;600;2;06;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20625;"2;06.25";1;"Mother;";1;eng;435;_Providence_Naima_020625-ortholines.txt;400;2;06;25
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20703;"2;07.03";1;"Mother;";1;eng;605;_Providence_Naima_020703-ortholines.txt;600;2;07;03
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20713;"2;07.13";1;"Mother;";1;eng;780;_Providence_Naima_020713-ortholines.txt;700;2;07;13
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20720;"2;07.20";1;"Mother;";1;eng;772;_Providence_Naima_020720-ortholines.txt;700;2;07;20
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20727;"2;07.27";1;"Mother;";1;eng;621;_Providence_Naima_020727-ortholines.txt;600;2;07;27
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20811;"2;08.11";2;"Mother;Father;";2;eng;704;_Providence_Naima_020811-ortholines.txt;700;2;08;11
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20819;"2;08.19";2;"Mother;Environment;";1;eng;702;_Providence_Naima_020819-ortholines.txt;700;2;08;19
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20917;"2;09.17";2;"Mother;Father;";2;eng;664;_Providence_Naima_020917-ortholines.txt;600;2;09;17
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;20923;"2;09.23";1;"Mother;";1;eng;878;_Providence_Naima_020923-ortholines.txt;800;2;09;23
/Users/alejandrinacristia/Dropbox/SegCatSpa/Corpora/cha//eng/Providence/Naima;21001;"2;10.01";2;"Mother;Adult;";2;eng;769;_Providence_Naima_021001-ortholines.txt;700;2;10;01
